[16:07:53] [info] BUBBLE: Creating window Bubble Editor (1600, 900)
[16:07:53] [info] BUBBLE: OpenGL Info:
[16:07:53] [info] BUBBLE:   Vendor: NVIDIA Corporation
[16:07:53] [info] BUBBLE:   Renderer: NVIDIA GeForce RTX 2060/PCIe/SSE2
[16:07:53] [info] BUBBLE:   Version: 4.5.0 NVIDIA 551.86
[16:07:54] [error] BUBBLE: Program/shader state performance warning: Vertex shader in program 4 is being recompiled based on GL state.
[16:07:55] [error] BUBBLE: Program/shader state performance warning: Vertex shader in program 5 is being recompiled based on GL state.
[16:07:55] [error] BUBBLE: Program/shader state performance warning: Vertex shader in program 6 is being recompiled based on GL state.
[16:07:55] [error] BUBBLE: Program/shader state performance warning: Vertex shader in program 6 is being recompiled based on GL state.
[16:07:58] [trace] BUBBLE: Deserializing scene 'Untitled'
[16:07:58] [trace] BUBBLE: Deserialized entity with ID = 5848681991563351995, name = Camera
[16:07:58] [trace] BUBBLE: Deserialized entity with ID = 14631839275510599010, name = A
[16:07:59] [trace] BUBBLE: Deserialized entity with ID = 9868432192625713214, name = B
[16:08:00] [trace] BUBBLE: Deserialized entity with ID = 15354071937906916318, name = C
[16:08:00] [trace] BUBBLE: Deserialized entity with ID = 15040056750909643832, name = D
[16:08:04] [info] BUBBLE: vec3(11.805461, -0.543313, 17.428310)
[16:08:04] [info] BUBBLE: vec3(11.642472, -0.390912, 17.627890)
[16:08:04] [info] BUBBLE: vec3(11.314497, -0.086165, 17.947714)
[16:08:04] [info] BUBBLE: vec3(11.019401, 0.117893, 18.228851)
[16:08:04] [info] BUBBLE: vec3(10.715816, 0.372978, 18.499846)
[16:08:04] [info] BUBBLE: vec3(10.364948, 0.577921, 18.792728)
[16:08:04] [info] BUBBLE: vec3(9.919429, 0.833783, 19.127165)
[16:08:04] [info] BUBBLE: vec3(9.508680, 1.039515, 19.423208)
[16:08:04] [info] BUBBLE: vec3(9.048011, 1.195088, 19.735302)
[16:08:04] [info] BUBBLE: vec3(8.805069, 1.250001, 19.921722)
[16:08:04] [info] BUBBLE: vec3(8.330419, 1.405921, 20.210928)
[16:08:04] [info] BUBBLE: vec3(8.031679, 1.511686, 20.402859)
[16:08:04] [info] BUBBLE: vec3(7.868619, 1.567244, 20.529585)
[16:08:04] [info] BUBBLE: vec3(7.612234, 1.622909, 20.695726)
[16:08:04] [info] BUBBLE: vec3(7.397145, 1.729048, 20.832268)
[16:08:04] [info] BUBBLE: vec3(7.228800, 1.785031, 20.951235)
[16:08:04] [info] BUBBLE: vec3(7.154528, 1.790778, 21.035532)
[16:08:04] [info] BUBBLE: vec3(7.124147, 1.846866, 21.095030)
[16:08:04] [info] BUBBLE: vec3(7.048903, 1.852732, 21.178402)
[16:08:04] [info] BUBBLE: vec3(6.829932, 1.908925, 21.309654)
[16:08:04] [info] BUBBLE: vec3(6.703625, 1.965222, 21.403044)
[16:08:04] [info] BUBBLE: vec3(6.623769, 2.021624, 21.478092)
[16:08:05] [info] BUBBLE: vec3(6.305768, 2.078129, 21.634447)
[16:08:05] [info] BUBBLE: vec3(6.062702, 2.178645, 21.700603)
[16:08:05] [info] BUBBLE: vec3(5.966672, 2.178645, 21.731007)
[16:08:05] [info] BUBBLE: vec3(5.674153, 2.279098, 21.805698)
[16:08:05] [info] BUBBLE: vec3(5.577515, 2.279098, 21.833763)
[16:08:05] [info] BUBBLE: vec3(5.430451, 2.329300, 21.867918)
[16:08:05] [info] BUBBLE: vec3(5.234615, 2.379484, 21.913448)
[16:08:05] [info] BUBBLE: vec3(4.989651, 2.429652, 21.968700)
[16:08:05] [info] BUBBLE: vec3(4.890314, 2.479802, 21.985397)
[16:08:05] [info] BUBBLE: vec3(4.792586, 2.479802, 22.008507)
[16:08:05] [info] BUBBLE: vec3(4.693043, 2.529933, 22.023645)
[16:08:05] [info] BUBBLE: vec3(4.446484, 2.580048, 22.069622)
[16:08:05] [info] BUBBLE: vec3(4.200858, 2.580048, 22.119455)
[16:08:05] [info] BUBBLE: vec3(4.150097, 2.630143, 22.121363)
[16:08:05] [info] BUBBLE: vec3(3.952978, 2.630144, 22.157661)
[16:08:05] [info] BUBBLE: vec3(3.804830, 2.630144, 22.183273)
[16:08:05] [info] BUBBLE: vec3(3.705892, 2.630144, 22.199505)
[16:08:05] [info] BUBBLE: vec3(3.656328, 2.630144, 22.207302)
[16:08:05] [info] BUBBLE: vec3(3.607886, 2.580048, 22.222466)
[16:08:05] [info] BUBBLE: vec3(3.608896, 2.529934, 22.229914)
[16:08:05] [info] BUBBLE: vec3(3.511643, 2.429651, 22.258896)
[16:08:05] [info] BUBBLE: vec3(3.513462, 2.329299, 22.273026)
[16:08:05] [info] BUBBLE: vec3(3.366674, 2.178645, 22.313372)
[16:08:05] [info] BUBBLE: vec3(3.269862, 1.977551, 22.351379)
[16:08:05] [info] BUBBLE: vec3(3.221718, 1.826572, 22.375214)
[16:08:05] [info] BUBBLE: vec3(3.223933, 1.625073, 22.397383)
[16:08:05] [info] BUBBLE: vec3(3.224123, 1.574666, 22.402617)
[16:08:05] [info] BUBBLE: vec3(3.225899, 1.372914, 22.422398)
[16:08:05] [info] BUBBLE: vec3(3.175753, 1.322447, 22.432419)
[16:08:05] [info] BUBBLE: vec3(3.226421, 1.221480, 22.436089)
[16:08:05] [info] BUBBLE: vec3(3.226799, 1.120471, 22.444540)
[16:08:05] [info] BUBBLE: vec3(3.227088, 1.019422, 22.452513)
[16:08:05] [info] BUBBLE: vec3(3.177653, 0.817214, 22.471928)
[16:08:05] [info] BUBBLE: vec3(3.077485, 0.614876, 22.493725)
[16:08:05] [info] BUBBLE: vec3(3.077365, 0.513664, 22.499289)
[16:08:05] [info] BUBBLE: vec3(3.026727, 0.412426, 22.508556)
[16:08:05] [info] BUBBLE: vec3(2.975982, 0.311164, 22.517097)
[16:08:05] [info] BUBBLE: vec3(2.925276, 0.159234, 22.526794)
[16:08:05] [info] BUBBLE: vec3(2.823869, 0.007264, 22.538498)
[16:08:05] [info] BUBBLE: vec3(2.772867, -0.144737, 22.545404)
[16:08:05] [info] BUBBLE: vec3(2.671149, -0.296763, 22.553707)
[16:08:05] [info] BUBBLE: vec3(2.670502, -0.347442, 22.554350)
[16:08:05] [info] BUBBLE: vec3(2.619221, -0.398122, 22.557241)
[16:08:05] [info] BUBBLE: vec3(2.669169, -0.398122, 22.554962)
[16:08:05] [info] BUBBLE: vec3(2.719117, -0.398122, 22.552683)
[16:08:05] [info] BUBBLE: vec3(2.769065, -0.398122, 22.550404)
[16:08:05] [info] BUBBLE: vec3(2.819013, -0.398122, 22.548124)
[16:08:05] [info] BUBBLE: vec3(2.868961, -0.398122, 22.545845)
[16:08:05] [info] BUBBLE: vec3(2.918909, -0.398122, 22.543566)
[16:08:05] [info] BUBBLE: vec3(2.966578, -0.398602, 22.491341)
[16:08:05] [info] BUBBLE: vec3(3.014247, -0.399082, 22.439116)
[16:08:05] [info] BUBBLE: vec3(3.517311, -0.399562, 22.361181)
[16:08:05] [info] BUBBLE: vec3(4.371708, -0.450724, 22.238392)
[16:08:05] [info] BUBBLE: vec3(5.821319, -0.501766, 21.986839)
[16:08:05] [info] BUBBLE: vec3(7.398273, -0.502006, 21.601538)
[16:08:05] [info] BUBBLE: vec3(8.411032, -0.502246, 21.269302)
[16:08:05] [info] BUBBLE: vec3(9.929210, -0.553169, 20.694517)
[16:08:05] [info] BUBBLE: vec3(10.801083, -0.553289, 20.282001)
[16:08:05] [info] BUBBLE: vec3(12.016625, -0.553409, 19.650183)
[16:08:05] [info] BUBBLE: vec3(12.971959, -0.553529, 19.072252)
[16:08:05] [info] BUBBLE: vec3(13.338887, -0.553649, 18.797127)
[16:08:05] [info] BUBBLE: vec3(13.528612, -0.553769, 18.622557)
[16:08:05] [info] BUBBLE: vec3(13.802191, -0.553889, 18.391779)
[16:08:05] [info] BUBBLE: vec3(13.902662, -0.554009, 18.267916)
[16:08:05] [info] BUBBLE: vec3(13.959966, -0.503446, 18.171080)
[16:08:05] [info] BUBBLE: vec3(14.016971, -0.453004, 18.074003)
[16:08:05] [info] BUBBLE: vec3(14.115710, -0.352002, 17.948372)
[16:08:05] [info] BUBBLE: vec3(14.130447, -0.352602, 17.878681)
[16:08:05] [info] BUBBLE: vec3(14.186339, -0.251845, 17.779577)
[16:08:05] [info] BUBBLE: vec3(14.199484, -0.151337, 17.708172)
[16:08:05] [info] BUBBLE: vec3(14.170909, -0.101747, 17.665754)
[16:08:05] [info] BUBBLE: vec3(14.142982, -0.102947, 17.624298)
[16:08:05] [info] BUBBLE: vec3(14.114343, -0.053480, 17.581783)
[16:08:05] [info] BUBBLE: vec3(14.127623, -0.004135, 17.510811)
[16:08:05] [info] BUBBLE: vec3(14.098749, 0.045085, 17.468168)
[16:08:05] [info] BUBBLE: vec3(14.070729, 0.043526, 17.426786)
[16:08:05] [info] BUBBLE: vec3(13.999809, 0.092623, 17.412395)
[16:08:05] [info] BUBBLE: vec3(13.928863, 0.141596, 17.397738)
[16:08:05] [info] BUBBLE: vec3(13.774514, 0.139796, 17.440363)
[16:08:05] [info] BUBBLE: vec3(13.703651, 0.188645, 17.424921)
[16:08:05] [info] BUBBLE: vec3(13.376019, 0.288007, 17.571678)
[16:08:05] [info] BUBBLE: vec3(13.090218, 0.336481, 17.688101)
[16:08:05] [info] BUBBLE: vec3(12.803946, 0.334202, 17.802320)
[16:08:05] [info] BUBBLE: vec3(12.646345, 0.382551, 17.834303)
[16:08:05] [info] BUBBLE: vec3(12.489719, 0.380152, 17.867205)
[16:08:05] [info] BUBBLE: vec3(12.244552, 0.377753, 17.948511)
[16:08:06] [info] BUBBLE: vec3(12.042903, 0.375354, 18.002689)
[16:08:06] [info] BUBBLE: vec3(11.974518, 0.372954, 17.983023)
[16:08:06] [info] BUBBLE: vec3(11.861589, 0.370556, 17.987162)
[16:08:06] [info] BUBBLE: vec3(11.748642, 0.368156, 17.990759)
[16:08:06] [info] BUBBLE: vec3(11.545870, 0.365757, 18.040567)
[16:08:06] [info] BUBBLE: vec3(11.388858, 0.312730, 18.067650)
[16:08:06] [info] BUBBLE: vec3(11.275847, 0.310451, 18.068806)
[16:08:06] [info] BUBBLE: vec3(10.890741, 0.257538, 18.204567)
[16:08:06] [info] BUBBLE: vec3(10.594196, 0.255379, 18.288696)
[16:08:06] [info] BUBBLE: vec3(10.297333, 0.202581, 18.370489)
[16:08:06] [info] BUBBLE: vec3(10.092318, 0.149898, 18.407930)
[16:08:06] [info] BUBBLE: vec3(9.839452, 0.147979, 18.461145)
[16:08:06] [info] BUBBLE: vec3(9.491961, 0.146059, 18.549046)
[16:08:06] [info] BUBBLE: vec3(9.000781, 0.144140, 18.684448)
[16:08:06] [info] BUBBLE: vec3(8.649992, 0.142220, 18.758101)
[16:08:06] [info] BUBBLE: vec3(8.441992, 0.140301, 18.777306)
[16:08:06] [info] BUBBLE: vec3(8.137564, 0.138381, 18.826069)
[16:08:06] [info] BUBBLE: vec3(7.929160, 0.136462, 18.840279)
[16:08:06] [info] BUBBLE: vec3(7.817471, 0.134542, 18.822783)
[16:08:06] [info] BUBBLE: vec3(7.754303, 0.132623, 18.789961)
[16:08:06] [info] BUBBLE: vec3(7.545691, 0.130703, 18.800667)
[16:08:06] [info] BUBBLE: vec3(7.482923, 0.128784, 18.767086)
[16:08:06] [info] BUBBLE: vec3(7.274198, 0.126864, 18.775288)
[16:08:06] [info] BUBBLE: vec3(7.163057, 0.124945, 18.754587)
[16:08:06] [info] BUBBLE: vec3(7.003635, 0.072377, 18.748444)
[16:08:06] [info] BUBBLE: vec3(6.892743, 0.070577, 18.726406)
[16:08:06] [info] BUBBLE: vec3(6.732921, 0.068778, 18.716524)
[16:08:06] [info] BUBBLE: vec3(6.474834, 0.066978, 18.729809)
[16:08:06] [info] BUBBLE: vec3(6.315232, 0.065178, 18.716862)
[16:08:06] [info] BUBBLE: vec3(6.007504, 0.063379, 18.736223)
[16:08:06] [info] BUBBLE: vec3(5.897731, 0.061579, 18.709152)
[16:08:06] [info] BUBBLE: vec3(5.788089, 0.059780, 18.681557)
[16:08:06] [info] BUBBLE: vec3(5.628968, 0.057980, 18.663635)
[16:08:06] [info] BUBBLE: vec3(5.370541, 0.056180, 18.663900)
[16:08:06] [info] BUBBLE: vec3(5.112129, 0.054381, 18.661064)
[16:08:06] [info] BUBBLE: vec3(4.803802, 0.052581, 18.663416)
[16:08:06] [info] BUBBLE: vec3(4.745696, 0.050782, 18.622284)
[16:08:06] [info] BUBBLE: vec3(4.637663, 0.048982, 18.588938)
[16:08:06] [info] BUBBLE: vec3(4.529791, 0.047183, 18.555077)
[16:08:06] [info] BUBBLE: vec3(4.472183, 0.045383, 18.513247)
[16:08:06] [info] BUBBLE: vec3(4.414676, 0.043583, 18.471281)
[16:08:06] [info] BUBBLE: vec3(4.357269, 0.041784, 18.429176)
[16:08:06] [info] BUBBLE: vec3(4.299963, 0.039984, 18.386936)
[16:08:06] [info] BUBBLE: vec3(4.292912, 0.038185, 18.337469)
[16:08:06] [info] BUBBLE: vec3(4.285860, 0.036385, 18.288002)
[16:08:06] [info] BUBBLE: vec3(4.278808, 0.034585, 18.238533)
[16:08:06] [info] BUBBLE: vec3(4.271756, 0.032786, 18.189066)
[16:08:06] [info] BUBBLE: vec3(4.264704, 0.030986, 18.139599)
[16:08:06] [info] BUBBLE: vec3(4.207500, 0.029187, 18.097218)
[16:08:06] [info] BUBBLE: vec3(4.200567, 0.027387, 18.047733)
[16:08:06] [info] BUBBLE: vec3(4.193635, 0.025588, 17.998249)
[16:08:06] [info] BUBBLE: vec3(4.186440, 0.074436, 17.946899)
[16:08:06] [info] BUBBLE: vec3(4.179229, 0.123160, 17.895432)
[16:08:06] [info] BUBBLE: vec3(4.122138, 0.121121, 17.852924)
[16:08:06] [info] BUBBLE: vec3(4.014676, 0.169720, 17.814894)
[16:08:06] [info] BUBBLE: vec3(4.007804, 0.218194, 17.763145)
[16:08:06] [info] BUBBLE: vec3(3.951033, 0.215915, 17.720234)
[16:08:06] [info] BUBBLE: vec3(3.944271, 0.264264, 17.668354)
[16:08:06] [info] BUBBLE: vec3(3.937817, 0.261864, 17.618830)
[16:08:06] [info] BUBBLE: vec3(3.880837, 0.310087, 17.573317)
[16:08:06] [info] BUBBLE: vec3(3.874503, 0.307568, 17.523785)
[16:08:06] [info] BUBBLE: vec3(3.817625, 0.355666, 17.478018)
[16:08:06] [info] BUBBLE: vec3(3.811069, 0.403636, 17.425760)
[16:08:06] [info] BUBBLE: vec3(3.754286, 0.451480, 17.379629)
[16:08:06] [info] BUBBLE: vec3(3.747828, 0.499198, 17.327129)
[16:08:06] [info] BUBBLE: vec3(3.741735, 0.496199, 17.277592)
[16:08:06] [info] BUBBLE: vec3(3.685420, 0.493201, 17.234173)
[16:08:06] [info] BUBBLE: vec3(3.679445, 0.490203, 17.184622)
[16:08:06] [info] BUBBLE: vec3(3.673470, 0.487205, 17.135071)
[16:08:06] [info] BUBBLE: vec3(3.667495, 0.484207, 17.085520)
[16:08:06] [info] BUBBLE: vec3(3.661149, 0.531797, 17.032890)
[16:08:06] [info] BUBBLE: vec3(3.655175, 0.528679, 16.983347)
[16:08:06] [info] BUBBLE: vec3(3.649201, 0.525561, 16.933802)
[16:08:06] [info] BUBBLE: vec3(3.643227, 0.522443, 16.884258)
[16:08:06] [info] BUBBLE: vec3(3.637253, 0.519325, 16.834715)
[16:08:06] [info] BUBBLE: vec3(3.631279, 0.516207, 16.785172)
[16:08:06] [info] BUBBLE: vec3(3.625306, 0.513089, 16.735626)
[16:08:06] [info] BUBBLE: vec3(3.619332, 0.509971, 16.686083)
[16:08:06] [info] BUBBLE: vec3(3.613358, 0.506853, 16.636539)
[16:08:06] [info] BUBBLE: vec3(3.607384, 0.503735, 16.586996)
[16:08:06] [info] BUBBLE: vec3(3.601410, 0.500617, 16.537453)
[16:08:06] [info] BUBBLE: vec3(3.595436, 0.497499, 16.487907)
[16:08:06] [info] BUBBLE: vec3(3.589462, 0.494381, 16.438364)
[16:08:06] [info] BUBBLE: vec3(3.584216, 0.390079, 16.394855)
[16:08:06] [info] BUBBLE: vec3(3.579222, 0.235373, 16.353445)
[16:08:06] [info] BUBBLE: vec3(3.574096, 0.080970, 16.310930)
[16:08:06] [info] BUBBLE: vec3(3.569426, -0.225090, 16.272202)
[16:08:06] [info] BUBBLE: vec3(3.564375, -0.631916, 16.230310)
[16:08:06] [info] BUBBLE: vec3(3.608788, -0.936492, 16.175270)
[16:08:06] [info] BUBBLE: vec3(3.652738, -1.138976, 16.117464)
[16:08:06] [info] BUBBLE: vec3(3.695958, -1.442282, 16.054976)
[16:08:06] [info] BUBBLE: vec3(3.688753, -1.643461, 15.998645)
[16:08:06] [info] BUBBLE: vec3(3.730499, -1.995932, 15.926142)
[16:08:06] [info] BUBBLE: vec3(3.722476, -2.195541, 15.864582)
[16:08:06] [info] BUBBLE: vec3(3.714206, -2.394546, 15.801125)
[16:08:07] [info] BUBBLE: vec3(3.705689, -2.592926, 15.735775)
[16:08:07] [info] BUBBLE: vec3(3.698120, -2.689720, 15.677696)
[16:08:07] [info] BUBBLE: vec3(3.639835, -2.836687, 15.620857)
[16:08:07] [info] BUBBLE: vec3(3.632897, -2.882338, 15.566610)
[16:08:07] [info] BUBBLE: vec3(3.626585, -2.877426, 15.517254)
[16:08:07] [info] BUBBLE: vec3(3.619634, -2.922946, 15.462901)
[16:08:07] [info] BUBBLE: vec3(3.613323, -2.917915, 15.413557)
[16:08:07] [info] BUBBLE: vec3(3.607013, -2.912884, 15.364213)
[16:08:07] [info] BUBBLE: vec3(3.600702, -2.907852, 15.314869)
[16:08:07] [info] BUBBLE: vec3(3.594391, -2.902821, 15.265525)
[16:08:07] [info] BUBBLE: vec3(3.588080, -2.897789, 15.216181)
[16:08:07] [info] BUBBLE: vec3(3.581770, -2.892758, 15.166837)
[16:08:07] [info] BUBBLE: vec3(3.575459, -2.887726, 15.117493)
[16:08:07] [info] BUBBLE: vec3(3.569149, -2.882695, 15.068149)
[16:08:07] [info] BUBBLE: vec3(3.562838, -2.877663, 15.018805)
[16:08:07] [info] BUBBLE: vec3(3.556527, -2.872632, 14.969460)
[16:08:07] [info] BUBBLE: vec3(3.600452, -2.817168, 14.918771)
[16:08:07] [info] BUBBLE: vec3(3.695015, -2.711356, 14.866249)
[16:08:07] [info] BUBBLE: vec3(3.891229, -2.454239, 14.812284)
[16:08:07] [info] BUBBLE: vec3(4.085718, -2.298576, 14.746614)
[16:08:07] [info] BUBBLE: vec3(4.431533, -1.940853, 14.667522)
[16:08:07] [info] BUBBLE: vec3(4.775474, -1.583624, 14.577485)
[16:08:07] [info] BUBBLE: vec3(5.167204, -1.176321, 14.468216)
[16:08:07] [info] BUBBLE: vec3(5.456386, -0.769810, 14.365226)
[16:08:07] [info] BUBBLE: vec3(5.693485, -0.465596, 14.263250)
[16:08:07] [info] BUBBLE: vec3(5.780931, -0.314164, 14.190881)
[16:08:07] [info] BUBBLE: vec3(5.867964, -0.163114, 14.117242)
[16:08:07] [info] BUBBLE: vec3(5.953938, 0.139492, 14.036497)
[16:08:07] [info] BUBBLE: vec3(5.989771, 0.390591, 13.965039)
[16:08:07] [info] BUBBLE: vec3(6.036504, 0.592987, 13.942403)
[16:08:07] [info] BUBBLE: vec3(6.035035, 0.694141, 13.936004)
[16:08:07] [info] BUBBLE: vec3(6.033459, 0.795262, 13.929133)
[16:08:07] [info] BUBBLE: vec3(6.030890, 0.946878, 13.917941)
[16:08:07] [info] BUBBLE: vec3(6.028077, 1.098407, 13.905684)
[16:08:07] [info] BUBBLE: vec3(6.026066, 1.199374, 13.896922)
[16:08:07] [info] BUBBLE: vec3(6.023947, 1.300297, 13.887689)
[16:08:07] [info] BUBBLE: vec3(6.020565, 1.451593, 13.872952)
[16:08:07] [info] BUBBLE: vec3(6.018175, 1.552395, 13.862538)
[16:08:07] [info] BUBBLE: vec3(6.015676, 1.653145, 13.851653)
[16:08:07] [info] BUBBLE: vec3(6.014387, 1.703499, 13.846034)
[16:08:07] [info] BUBBLE: vec3(5.959929, 1.904774, 13.833570)
[16:08:07] [info] BUBBLE: vec3(5.905137, 2.105807, 13.819077)
[16:08:07] [info] BUBBLE: vec3(5.898976, 2.306578, 13.791631)
[16:08:07] [info] BUBBLE: vec3(5.846817, 2.406861, 13.788121)
[16:08:07] [info] BUBBLE: vec3(5.843510, 2.507071, 13.773215)
[16:08:07] [info] BUBBLE: vec3(5.840097, 2.607207, 13.757842)
[16:08:07] [info] BUBBLE: vec3(5.785968, 2.757266, 13.744672)
[16:08:07] [info] BUBBLE: vec3(5.782336, 2.857206, 13.728116)
[16:08:07] [info] BUBBLE: vec3(5.729840, 2.957063, 13.721730)
[16:08:07] [info] BUBBLE: vec3(5.724107, 3.106689, 13.695302)
[16:08:07] [info] BUBBLE: vec3(5.720159, 3.206329, 13.677100)
[16:08:07] [info] BUBBLE: vec3(5.669491, 3.256116, 13.678317)
[16:08:07] [info] BUBBLE: vec3(5.667476, 3.305879, 13.668918)
[16:08:07] [info] BUBBLE: vec3(5.665436, 3.355620, 13.659402)
[16:08:07] [info] BUBBLE: vec3(5.663370, 3.405336, 13.649772)
[16:08:07] [info] BUBBLE: vec3(5.661280, 3.455029, 13.640023)
[16:08:07] [info] BUBBLE: vec3(5.661280, 3.455029, 13.640023)
[16:08:07] [info] BUBBLE: vec3(5.661280, 3.455029, 13.640023)
[16:08:07] [info] BUBBLE: vec3(5.659165, 3.504699, 13.630158)
[16:08:07] [info] BUBBLE: vec3(5.659165, 3.504699, 13.630158)
[16:08:07] [info] BUBBLE: vec3(5.659165, 3.504699, 13.630158)
[16:08:07] [info] BUBBLE: vec3(5.659165, 3.504699, 13.630158)
[16:08:07] [info] BUBBLE: vec3(5.669435, 3.514710, 13.678057)
[16:08:07] [info] BUBBLE: vec3(5.679704, 3.524722, 13.725956)
[16:08:07] [info] BUBBLE: vec3(5.689973, 3.534734, 13.773855)
[16:08:07] [info] BUBBLE: vec3(5.700243, 3.544746, 13.821754)
[16:08:07] [info] BUBBLE: vec3(5.710512, 3.554758, 13.869652)
[16:08:07] [info] BUBBLE: vec3(5.769322, 3.564770, 13.907084)
[16:08:07] [info] BUBBLE: vec3(6.024284, 3.525112, 13.910704)
[16:08:07] [info] BUBBLE: vec3(6.375926, 3.485313, 13.887516)
[16:08:07] [info] BUBBLE: vec3(7.017743, 3.395634, 13.789111)
[16:08:07] [info] BUBBLE: vec3(7.796061, 3.355411, 13.615767)
[16:08:07] [info] BUBBLE: vec3(8.760783, 3.215407, 13.360617)
[16:08:07] [info] BUBBLE: vec3(9.842994, 3.174622, 12.981754)
[16:08:07] [info] BUBBLE: vec3(10.635290, 3.133699, 12.677195)
[16:08:07] [info] BUBBLE: vec3(11.326921, 3.092635, 12.387680)
[16:08:07] [info] BUBBLE: vec3(11.834914, 3.051433, 12.173007)
[16:08:07] [info] BUBBLE: vec3(12.032314, 3.060030, 12.116004)
[16:08:07] [info] BUBBLE: vec3(12.314810, 3.068627, 12.005770)
[16:08:07] [info] BUBBLE: vec3(12.430141, 3.027285, 12.003592)
[16:08:07] [info] BUBBLE: vec3(12.540966, 3.035764, 11.993492)
[16:08:07] [info] BUBBLE: vec3(12.566805, 3.044243, 12.035449)
[16:08:07] [info] BUBBLE: vec3(12.592646, 3.052722, 12.077406)
[16:08:07] [info] BUBBLE: vec3(12.618484, 3.061201, 12.119364)
[16:08:07] [info] BUBBLE: vec3(12.644325, 3.069679, 12.161322)
[16:08:07] [info] BUBBLE: vec3(12.670164, 3.078158, 12.203279)
[16:08:07] [info] BUBBLE: vec3(12.696005, 3.086637, 12.245235)
[16:08:07] [info] BUBBLE: vec3(12.721844, 3.095116, 12.287193)
[16:08:07] [info] BUBBLE: vec3(12.747684, 3.103595, 12.329151)
[16:08:07] [info] BUBBLE: vec3(12.773523, 3.112073, 12.371108)
[16:08:07] [info] BUBBLE: vec3(12.799364, 3.120552, 12.413065)
[16:08:07] [info] BUBBLE: vec3(12.825203, 3.129031, 12.455023)
[16:08:07] [info] BUBBLE: vec3(12.851044, 3.137510, 12.496981)
[16:08:07] [info] BUBBLE: vec3(12.876883, 3.145989, 12.538938)
[16:08:07] [info] BUBBLE: vec3(12.902723, 3.154468, 12.580894)
[16:08:07] [info] BUBBLE: vec3(12.966505, 3.212885, 12.589251)
[16:08:07] [info] BUBBLE: vec3(12.983135, 3.321297, 12.616106)
[16:08:08] [info] BUBBLE: vec3(13.004294, 3.380005, 12.650284)
[16:08:08] [info] BUBBLE: vec3(13.025385, 3.438811, 12.684341)
[16:08:08] [info] BUBBLE: vec3(13.051270, 3.447881, 12.726147)
[16:08:08] [info] BUBBLE: vec3(13.077155, 3.456950, 12.767953)
[16:08:08] [info] BUBBLE: vec3(13.103041, 3.466019, 12.809759)
[16:08:08] [info] BUBBLE: vec3(13.128925, 3.475089, 12.851564)
[16:08:08] [info] BUBBLE: vec3(13.154810, 3.484159, 12.893370)
[16:08:08] [info] BUBBLE: vec3(13.185501, 3.443374, 12.942943)
[16:08:08] [info] BUBBLE: vec3(13.064052, 3.202737, 13.126472)
[16:08:08] [info] BUBBLE: vec3(12.860599, 2.860827, 13.370798)
[16:08:08] [info] BUBBLE: vec3(12.612943, 2.416705, 13.643913)
[16:08:08] [info] BUBBLE: vec3(12.224606, 1.919846, 13.981225)
[16:08:08] [info] BUBBLE: vec3(11.991622, 1.672957, 14.187800)
[16:08:08] [info] BUBBLE: vec3(11.708773, 1.425186, 14.410908)
[16:08:08] [info] BUBBLE: vec3(11.464754, 1.227127, 14.601803)
[16:08:08] [info] BUBBLE: vec3(10.943786, 0.876661, 14.920126)
[16:08:08] [info] BUBBLE: vec3(10.457180, 0.575673, 15.197105)
[16:08:08] [info] BUBBLE: vec3(10.054560, 0.425768, 15.416818)
[16:08:08] [info] BUBBLE: vec3(9.789150, 0.326130, 15.573491)
[16:08:08] [info] BUBBLE: vec3(9.569084, 0.226238, 15.709011)
[16:08:08] [info] BUBBLE: vec3(9.298912, 0.176768, 15.856764)
[16:08:08] [info] BUBBLE: vec3(8.785492, 0.025823, 16.078457)
[16:08:08] [info] BUBBLE: vec3(8.363447, -0.074816, 16.257458)
[16:08:08] [info] BUBBLE: vec3(8.230850, -0.074336, 16.346788)
[16:08:08] [info] BUBBLE: vec3(7.950880, -0.175220, 16.475014)
[16:08:08] [info] BUBBLE: vec3(7.865477, -0.174980, 16.548883)
[16:08:08] [info] BUBBLE: vec3(7.828891, -0.225424, 16.610058)
[16:08:08] [info] BUBBLE: vec3(7.644568, -0.275987, 16.707703)
[16:08:08] [info] BUBBLE: vec3(7.557935, -0.275987, 16.780128)
[16:08:08] [info] BUBBLE: vec3(7.470941, -0.326670, 16.852079)
[16:08:08] [info] BUBBLE: vec3(7.433001, -0.326790, 16.912271)
[16:08:08] [info] BUBBLE: vec3(7.295959, -0.428276, 16.994337)
[16:08:08] [info] BUBBLE: vec3(7.207862, -0.479317, 17.064669)
[16:08:08] [info] BUBBLE: vec3(7.168945, -0.530478, 17.123774)
[16:08:08] [info] BUBBLE: vec3(6.980747, -0.683109, 17.212330)
[16:08:08] [info] BUBBLE: vec3(6.791248, -0.886743, 17.296623)
[16:08:08] [info] BUBBLE: vec3(6.650033, -1.141445, 17.365820)
[16:08:08] [info] BUBBLE: vec3(6.557623, -1.396622, 17.421858)
[16:08:08] [info] BUBBLE: vec3(6.465027, -1.601658, 17.477594)
[16:08:08] [info] BUBBLE: vec3(6.361771, -1.905019, 17.474396)
[16:08:08] [info] BUBBLE: vec3(6.158336, -2.208044, 17.483019)
[16:08:08] [info] BUBBLE: vec3(6.106219, -2.359411, 17.476954)
